County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	One Stop	Absentee by Mail	Provisional	Total Votes	Real Precinct	
WAKE	11/08/2022	06-05	1378	S	US SENATE	Shannon W. Bray	LIB	1	24	0	0	0	24	Y	
WAKE	11/08/2022	06-05	1378	S	US SENATE	Ted Budd	REP	1	505	0	0	0	505	Y	
WAKE	11/08/2022	06-06	6	C	WAKE COUNTY SHERIFF	Willie Rowe	DEM	1	618	0	0	0	618	Y	
WAKE	11/08/2022	06-06	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Marshall Harvey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	06-06	1197	S	NC HOUSE OF REPRESENTATIVES DISTRICT 036	Kyle Ward	LIB	1	57	0	0	0	57	Y	
WAKE	11/08/2022	06-06	1378	S	US SENATE	Shannon W. Bray	LIB	1	43	0	0	0	43	Y	
WAKE	11/08/2022	06-07	6	C	WAKE COUNTY SHERIFF	Donnie Harrison	REP	1	666	0	0	0	666	Y	
WAKE	11/08/2022	06-07	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Beth Pugh Farrell	 	2	405	0	0	0	405	Y	
WAKE	11/08/2022	06-07	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Chris Heagarty (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	06-07	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jay Kennedy (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	06-07	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Michael Hall (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	06-07	29	C	WAKE COUNTY SCHOOL BONDS REFERENDUM	Yes	 	1	653	0	0	0	653	Y	
RANDOLPH	11/08/2022	NM	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	123	150	21	0	294	Y	
RANDOLPH	11/08/2022	PR	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Carrie Guess-Slatosky	 	2	890	1023	45	3	1961	Y	
RANDOLPH	11/08/2022	PR	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Tony Barbre (Write-In)		2	3	0	0	0	3	Y	
RANDOLPH	11/08/2022	PR	1306	S	NC STATE SENATE DISTRICT 25	Amy Scott Galey	REP	1	1230	1488	41	5	2764	Y	
RANDOLPH	11/08/2022	PR	1378	S	US SENATE	Shannon W. Bray	LIB	1	19	23	0	0	42	Y	
RANDOLPH	11/08/2022	RM	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Write-In (Miscellaneous)		2	5	10	1	0	16	Y	
RANDOLPH	11/08/2022	RM	8	C	RANDOLPH COUNTY SCHOOLS BOARD OF EDUCATION	Fred Burgess (Write-In)	 	3	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	RM	1105	S	NC DISTRICT COURT JUDGE DISTRICT 19B SEAT 01	Sarah Neely Lanier	REP	1	531	606	20	1	1158	Y	
RANDOLPH	11/08/2022	RM	1378	S	US SENATE	Cheri Beasley	DEM	1	137	186	25	1	349	Y	
RANDOLPH	11/08/2022	RN	1	C	RANDOLPH COUNTY BOARD OF COMMISSIONERS DISTRICT 02	Darrell Frye	REP	1	972	1389	35	2	2398	Y	
RANDOLPH	11/08/2022	RN	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Write-In (Miscellaneous)		2	11	12	3	0	26	Y	
RANDOLPH	11/08/2022	RN	8	C	RANDOLPH COUNTY SCHOOLS BOARD OF EDUCATION	Fred Burgess (Write-In)	 	3	0	1	0	0	1	Y	
RANDOLPH	11/08/2022	RN	1105	S	NC DISTRICT COURT JUDGE DISTRICT 19B SEAT 01	Sarah Neely Lanier	REP	1	979	1396	39	3	2417	Y	
RANDOLPH	11/08/2022	RN	1378	S	US SENATE	Cheri Beasley	DEM	1	204	334	39	1	578	Y	
RANDOLPH	11/08/2022	SE	5	C	RANDOLPH COUNTY REGISTER OF DEEDS	Krista M. Lowe	REP	1	643	380	22	1	1046	Y	
RANDOLPH	11/08/2022	SE	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Carrie Guess-Slatosky (Write-In)	 	2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	SE	8	C	RANDOLPH COUNTY SCHOOLS BOARD OF EDUCATION	Kurt Melvin	 	3	76	42	3	0	121	Y	
RANDOLPH	11/08/2022	SE	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Sam J. Ervin IV	DEM	1	54	86	9	0	149	Y	
RANDOLPH	11/08/2022	SO	6	C	RANDOLPH COUNTY SHERIFF	Greg Seabolt	REP	1	971	751	10	1	1733	Y	
RANDOLPH	11/08/2022	SO	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Carrie Guess-Slatosky (Write-In)	 	2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	SO	8	C	RANDOLPH COUNTY SCHOOLS BOARD OF EDUCATION	Write-In (Miscellaneous)		3	5	9	0	0	14	Y	
RANDOLPH	11/08/2022	SO	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	John M. Tyson	REP	1	962	734	9	1	1706	Y	
RANDOLPH	11/08/2022	SO	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Sam J. Ervin IV	DEM	1	122	151	23	0	296	Y	
RANDOLPH	11/08/2022	ST	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jeffrey Blackley (Write-In)		2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	ST	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	John Marlow (Write-In)		2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	ST	8	C	RANDOLPH COUNTY SCHOOLS BOARD OF EDUCATION	Brian Biggs (Write-In)		3	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	ST	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	103	81	11	0	195	Y	
RANDOLPH	11/08/2022	SW	4	C	RANDOLPH COUNTY CLERK OF SUPERIOR COURT	Pam Hill	REP	1	856	541	19	2	1418	Y	
RANDOLPH	11/08/2022	SW	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jeffrey Blackley (Write-In)		2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	SW	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	John Marlow (Write-In)		2	0	0	0	0	0	Y	
RANDOLPH	11/08/2022	SW	7	C	RANDOLPH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Shannon Whitaker (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jay Kennedy (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	22	C	CITY OF RALEIGH CITY COUNCIL DISTRICT D	Jennifer Truman	 	1	142	0	0	0	142	Y	
WAKE	11/08/2022	01-27	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	583	0	0	0	583	Y	
WAKE	11/08/2022	01-27	920017	C	CITY OF RALEIGH MAYOR	Charles Francis (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	920017	C	CITY OF RALEIGH MAYOR	Jamie Harper (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	920017	C	CITY OF RALEIGH MAYOR	Jonathan Felts (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	920017	C	CITY OF RALEIGH MAYOR	Paul Coble (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Christina Jones (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-27	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Ms. Stormie Denise Forte	 	2	303	0	0	0	303	Y	
WAKE	11/08/2022	01-28	1	C	WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 01	Donald Mial	DEM	1	890	0	0	0	890	Y	
WAKE	11/08/2022	01-28	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Doug Hammack (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-28	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Holly Johnson (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-28	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jon Waterman (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-28	30	C	WAKE COUNTY COMMUNITY COLLEGE BONDS REFERENDUM	Yes	 	1	843	0	0	0	843	Y	
WAKE	11/08/2022	01-28	1199	S	NC HOUSE OF REPRESENTATIVES DISTRICT 038	Abe Jones	DEM	1	888	0	0	0	888	Y	
WAKE	11/08/2022	01-28	1378	S	US SENATE	Write-In (Miscellaneous)		1	1	0	0	0	1	Y	
WAKE	11/08/2022	01-28	920017	C	CITY OF RALEIGH MAYOR	Betsy Coley (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-29	2	C	WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 02	Matt Calabria	DEM	1	519	0	0	0	519	Y	
WAKE	11/08/2022	01-29	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Mary-Lewis Freeman	 	1	60	0	0	0	60	Y	
WAKE	11/08/2022	01-29	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Patrice Nealon	 	1	338	0	0	0	338	Y	
WAKE	11/08/2022	01-29	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jay Kennedy (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-29	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	470	0	0	0	470	Y	
WAKE	11/08/2022	01-29	920017	C	CITY OF RALEIGH MAYOR	Charles Francis (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-29	920017	C	CITY OF RALEIGH MAYOR	Jamie Harper (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-29	920017	C	CITY OF RALEIGH MAYOR	Jonathan Felts (Write-In)		1	2	0	0	0	2	Y	
WAKE	11/08/2022	01-29	920017	C	CITY OF RALEIGH MAYOR	Paul Coble (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-30	1	C	WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 01	Donald Mial	DEM	1	274	0	0	0	274	Y	
WAKE	11/08/2022	01-30	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Doug Hammack (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-30	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Holly Johnson (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-30	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Sam Hershey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-30	1294	S	NC STATE SENATE DISTRICT 13	Michael C. Munger	LIB	1	26	0	0	0	26	Y	
WAKE	11/08/2022	01-31	2	C	WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 02	Matt Calabria	DEM	1	489	0	0	0	489	Y	
WAKE	11/08/2022	01-31	11	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 05	Dawn P. Townsend	 	1	83	0	0	0	83	Y	
WAKE	11/08/2022	01-31	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jay Kennedy (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920017	C	CITY OF RALEIGH MAYOR	Charles Francis (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920017	C	CITY OF RALEIGH MAYOR	Jamie Harper (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920017	C	CITY OF RALEIGH MAYOR	Jason Doll (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920017	C	CITY OF RALEIGH MAYOR	Jonathan Felts (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920017	C	CITY OF RALEIGH MAYOR	Paul Coble (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Mary Black-Branch (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-31	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Ms. Stormie Denise Forte	 	2	245	0	0	0	245	Y	
WAKE	11/08/2022	01-31	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Portia W. Rochelle	 	2	104	0	0	0	104	Y	
WAKE	11/08/2022	01-32	11	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 05	Lynn Edmonds	 	1	297	0	0	0	297	Y	
WAKE	11/08/2022	01-32	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Doug Hammack (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-32	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jon Waterman (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	OSBOE 1-40	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Doug Hammack (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 1-40	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Wyatt Crabtree (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 1-40	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	0	5623	0	0	5623	N	
WAKE	11/08/2022	OSBOE 1-40	1194	S	NC HOUSE OF REPRESENTATIVES DISTRICT 033	Chris Costello	LIB	1	0	13	0	0	13	N	
WAKE	11/08/2022	OSBOE 1-40	1196	S	NC HOUSE OF REPRESENTATIVES DISTRICT 035	Joseph Serio	LIB	1	0	1	0	0	1	N	
WAKE	11/08/2022	OSBOE 1-40	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	0	5672	0	0	5672	N	
WAKE	11/08/2022	OSBOE 1-40	1365	S	US HOUSE OF REPRESENTATIVES DISTRICT 02	Deborah K. Ross	DEM	1	0	3959	0	0	3959	N	
WAKE	11/08/2022	OSBOE 1-40	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Corey Branch (Write-In)		2	0	6	0	0	6	N	
WAKE	11/08/2022	OSBOE 1-40	920024	C	CITY OF RALEIGH PARKS AND RECREATIONAL FACILITIES BONDS	No	 	1	0	930	0	0	930	N	
WAKE	11/08/2022	OSBOE 1-40	920027	C	TOWN OF WAKE FOREST GREENWAY IMPROVEMENT BONDS	Yes	 	1	0	51	0	0	51	N	
WAKE	11/08/2022	OSBOE 1-40	920028	C	TOWN OF WAKE FOREST PARKING FACILITIES BONDS	Yes	 	1	0	49	0	0	49	N	
WAKE	11/08/2022	OSBOE 121-127	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Patrice Nealon	 	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Beth Pugh Farrell	 	2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Chris Heagarty (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Terrance Ruth (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	29	C	WAKE COUNTY SCHOOL BONDS REFERENDUM	Yes	 	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	1063	S	NC DISTRICT COURT JUDGE DISTRICT 10D SEAT 02	J. Brian Ratledge	REP	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 121-127	1338	S	NC SUPERIOR COURT JUDGE DISTRICT 10A SEAT 01	Paul C. Ridgeway	DEM	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 41-80	14	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 08	Steve Bergstrom	 	1	0	2	0	0	2	N	
WAKE	11/08/2022	OSBOE 41-80	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Brian K. Lewis	 	2	0	204	0	0	204	N	
WAKE	11/08/2022	OSBOE 41-80	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Tyler Swanson (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 41-80	1194	S	NC HOUSE OF REPRESENTATIVES DISTRICT 033	Chris Costello	LIB	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 41-80	1296	S	NC STATE SENATE DISTRICT 15	Jay J. Chaudhuri	DEM	1	0	163	0	0	163	N	
WAKE	11/08/2022	OSBOE 41-80	1365	S	US HOUSE OF REPRESENTATIVES DISTRICT 02	Deborah K. Ross	DEM	1	0	880	0	0	880	N	
WAKE	11/08/2022	OSBOE 41-80	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		2	0	11	0	0	11	N	
WAKE	11/08/2022	OSBOE 41-80	920023	C	CITY OF RALEIGH CITY COUNCIL DISTRICT E	David Knight	 	1	0	45	0	0	45	N	
WAKE	11/08/2022	OSBOE 41-80	920024	C	CITY OF RALEIGH PARKS AND RECREATIONAL FACILITIES BONDS	No	 	1	0	315	0	0	315	N	
WAKE	11/08/2022	OSBOE 81-120	10	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 04	Daniel L. Grant-King	 	1	0	35	0	0	35	N	
WAKE	11/08/2022	OSBOE 81-120	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Dajma Livingston	 	1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	13	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 07	Write-In (Miscellaneous)		1	0	1	0	0	1	N	
WAKE	11/08/2022	OSBOE 81-120	15	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 09	Tyler Swanson	 	1	0	1	0	0	1	N	
WAKE	11/08/2022	OSBOE 81-120	21	C	CITY OF RALEIGH CITY COUNCIL DISTRICT C	Wanda Hunter	 	1	0	62	0	0	62	N	
WAKE	11/08/2022	OSBOE 81-120	22	C	CITY OF RALEIGH CITY COUNCIL DISTRICT D	Rob Baumgart	 	1	0	2	0	0	2	N	
WAKE	11/08/2022	OSBOE 81-120	30	C	WAKE COUNTY COMMUNITY COLLEGE BONDS REFERENDUM	No	 	1	0	411	0	0	411	N	
WAKE	11/08/2022	OSBOE 81-120	1010	S	DISTRICT ATTORNEY DISTRICT 10	Nancy (Lorrin) Freeman	DEM	1	0	984	0	0	984	N	
WAKE	11/08/2022	OSBOE 81-120	1227	S	NC HOUSE OF REPRESENTATIVES DISTRICT 066	Sarah Crawford	DEM	1	0	85	0	0	85	N	
WAKE	11/08/2022	OSBOE 81-120	1299	S	NC STATE SENATE DISTRICT 18	Mary Wills Bode	DEM	1	0	118	0	0	118	N	
WAKE	11/08/2022	OSBOE 81-120	920017	C	CITY OF RALEIGH MAYOR	Betsy Coley (Write-In)		1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	920017	C	CITY OF RALEIGH MAYOR	Jamie Harper (Write-In)		1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	920017	C	CITY OF RALEIGH MAYOR	Jason Doll (Write-In)		1	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Minu Lee (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	OSBOE 81-120	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Rob Baumgart (Write-In)		2	0	0	0	0	0	N	
WAKE	11/08/2022	01-16	30	C	WAKE COUNTY COMMUNITY COLLEGE BONDS REFERENDUM	No	 	1	250	0	0	0	250	Y	
WAKE	11/08/2022	01-16	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	615	0	0	0	615	Y	
WAKE	11/08/2022	01-16	920017	C	CITY OF RALEIGH MAYOR	DaQuanta Copeland	 	1	64	0	0	0	64	Y	
WAKE	11/08/2022	01-17	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	David Harp (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lindsay Mahaffey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lynn Edmonds (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Scott Miles (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	1040	S	NC COURT OF APPEALS JUDGE SEAT 09	Donna Stroud	REP	1	253	0	0	0	253	Y	
WAKE	11/08/2022	01-17	1378	S	US SENATE	Ted Budd	REP	1	207	0	0	0	207	Y	
WAKE	11/08/2022	01-17	920017	C	CITY OF RALEIGH MAYOR	Betsy Coley (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	920017	C	CITY OF RALEIGH MAYOR	Tom Fetzer (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-17	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Anne S. Franklin	 	2	91	0	0	0	91	Y	
WAKE	11/08/2022	01-18	1	C	WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 01	Donald Mial	DEM	1	456	0	0	0	456	Y	
WAKE	11/08/2022	01-18	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Doug Hammack (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-18	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Holly Johnson (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-18	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Marshall Harvey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-18	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Sam Hershey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-18	30	C	WAKE COUNTY COMMUNITY COLLEGE BONDS REFERENDUM	No	 	1	258	0	0	0	258	Y	
WAKE	11/08/2022	01-18	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	456	0	0	0	456	Y	
WAKE	11/08/2022	01-18	1294	S	NC STATE SENATE DISTRICT 13	Michael C. Munger	LIB	1	35	0	0	0	35	Y	
WAKE	11/08/2022	01-18	920017	C	CITY OF RALEIGH MAYOR	DaQuanta Copeland	 	1	55	0	0	0	55	Y	
WAKE	11/08/2022	01-19	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	David Harp (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lindsay Mahaffey (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Shane Leatherwood (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	271	0	0	0	271	Y	
WAKE	11/08/2022	01-19	920017	C	CITY OF RALEIGH MAYOR	Betsy Coley (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	920017	C	CITY OF RALEIGH MAYOR	Jason Doll (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Mary Black-Branch (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-19	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Portia W. Rochelle	 	2	74	0	0	0	74	Y	
WAKE	11/08/2022	01-20	12	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 06	Chad Stall	 	1	26	0	0	0	26	Y	
WAKE	11/08/2022	01-20	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Austin Duncan (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-20	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Ben Clapsaddle (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-20	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Scott Alexander (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-20	920017	C	CITY OF RALEIGH MAYOR	Charles Meeker (Write-In)		1	0	0	0	0	0	Y	
WAKE	11/08/2022	01-20	920017	C	CITY OF RALEIGH MAYOR	Write-In (Miscellaneous)		1	4	0	0	0	4	Y	
WAKE	11/08/2022	01-20	920018	C	CITY OF RALEIGH CITY COUNCIL AT-LARGE	Joshua Bradley	 	2	66	0	0	0	66	Y	
WAKE	11/08/2022	01-21	11	C	WAKE COUNTY BOARD OF EDUCATION DISTRICT 05	Dawn P. Townsend	 	1	110	0	0	0	110	Y	
WAKE	11/08/2022	01-21	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jenna Wadsworth	 	2	428	0	0	0	428	Y	
WAKE	11/08/2022	01-21	16	C	WAKE SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jon Waterman (Write-In)		2	0	0	0	0	0	Y	
WAKE	11/08/2022	01-21	22	C	CITY OF RALEIGH CITY COUNCIL DISTRICT D	Rob Baumgart	 	1	87	0	0	0	87	Y	
WAKE	11/08/2022	01-21	29	C	WAKE COUNTY SCHOOL BONDS REFERENDUM	No	 	1	203	0	0	0	203	Y	
WAKE	11/08/2022	01-21	30	C	WAKE COUNTY COMMUNITY COLLEGE BONDS REFERENDUM	Yes	 	1	633	0	0	0	633	Y	
WAKE	11/08/2022	01-21	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Julee Tate Flood	REP	1	262	0	0	0	262	Y	
WAKE	11/08/2022	01-21	1378	S	US SENATE	Michelle Estelle Lewis (Write-In)		1	0	0	0	0	0	Y	
WAYNE	11/08/2022	22	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	119	253	13	1	386	Y	
